"event","date","city","state","killed","injured","total","day","month","year","yearmonth","source","citystate"
2555579,2023-03-25,"Williamston","North Carolina",5,0,5,"Saturday","03","2023","2023-03","Gun Violence Archive","North Carolina-Williamston"
2553843,2023-03-24,"Shreveport","Louisiana",8,0,8,"Friday","03","2023","2023-03","Gun Violence Archive","Louisiana-Shreveport"
2552552,2023-03-23,"Baltimore","Maryland",5,1,6,"Thursday","03","2023","2023-03","Gun Violence Archive","Maryland-Baltimore"
2551596,2023-03-21,"Trenton","New Jersey",4,0,4,"Tuesday","03","2023","2023-03","Gun Violence Archive","New Jersey-Trenton"
2551678,2023-03-21,"Sumter","South Carolina",0,4,4,"Tuesday","03","2023","2023-03","Gun Violence Archive","South Carolina-Sumter"
2550749,2023-03-20,"Milwaukee","Wisconsin",5,1,6,"Monday","03","2023","2023-03","Gun Violence Archive","Wisconsin-Milwaukee"
2548773,2023-03-18,"Columbus","Ohio",4,2,6,"Saturday","03","2023","2023-03","Gun Violence Archive","Ohio-Columbus"
2549452,2023-03-18,"Chicago","Illinois",4,0,4,"Saturday","03","2023","2023-03","Gun Violence Archive","Illinois-Chicago"
2549324,2023-03-18,"Dallas","Texas",4,0,4,"Saturday","03","2023","2023-03","Gun Violence Archive","Texas-Dallas"
2546495,2023-03-15,"Portland","Oregon",2,2,4,"Wednesday","03","2023","2023-03","Gun Violence Archive","Oregon-Portland"
2545871,2023-03-14,"Birmingham","Alabama",0,4,4,"Tuesday","03","2023","2023-03","Gun Violence Archive","Alabama-Birmingham"
2545631,2023-03-13,"Lubbock","Texas",3,1,4,"Monday","03","2023","2023-03","Gun Violence Archive","Texas-Lubbock"
2544566,2023-03-12,"Laredo","Texas",14,0,14,"Sunday","03","2023","2023-03","Gun Violence Archive","Texas-Laredo"
2544817,2023-03-12,"Dallas","Texas",0,4,4,"Sunday","03","2023","2023-03","Gun Violence Archive","Texas-Dallas"
2543748,2023-03-11,"Brooklyn","New York",3,1,4,"Saturday","03","2023","2023-03","Gun Violence Archive","New York-Brooklyn"
2544920,2023-03-11,"Vancouver","Washington",3,1,4,"Saturday","03","2023","2023-03","Gun Violence Archive","Washington-Vancouver"
2543201,2023-03-10,"Hialeah","Florida",0,4,4,"Friday","03","2023","2023-03","Gun Violence Archive","Florida-Hialeah"
2541580,2023-03-07,"Memphis","Tennessee",4,0,4,"Tuesday","03","2023","2023-03","Gun Violence Archive","Tennessee-Memphis"
2541937,2023-03-07,"Pine Bluff","Arkansas",2,2,4,"Tuesday","03","2023","2023-03","Gun Violence Archive","Arkansas-Pine Bluff"
2539814,2023-03-06,"Sacramento","California",1,3,4,"Monday","03","2023","2023-03","Gun Violence Archive","California-Sacramento"
2269082,2022-04-03,"Sacramento","California",11,6,17,"Sunday","04","2022","2022-04","Gun Violence Archive","California-Sacramento"
2269100,2022-04-03,"Dallas","Texas",16,1,17,"Sunday","04","2022","2022-04","Gun Violence Archive","Texas-Dallas"
2269745,2022-04-03,"San Francisco","California",2,2,4,"Sunday","04","2022","2022-04","Gun Violence Archive","California-San Francisco"
2268723,2022-04-02,"Shelby","North Carolina",3,1,4,"Saturday","04","2022","2022-04","Gun Violence Archive","North Carolina-Shelby"
2268762,2022-04-02,"Monroe","Louisiana",4,1,5,"Saturday","04","2022","2022-04","Gun Violence Archive","Louisiana-Monroe"
2269059,2022-04-02,"Colorado Springs","Colorado",4,0,4,"Saturday","04","2022","2022-04","Gun Violence Archive","Colorado-Colorado Springs"
2269034,2022-04-02,"Shreveport","Louisiana",3,1,4,"Saturday","04","2022","2022-04","Gun Violence Archive","Louisiana-Shreveport"
2269259,2022-04-01,"Walterboro","South Carolina",4,0,4,"Friday","04","2022","2022-04","Gun Violence Archive","South Carolina-Walterboro"
2264094,2022-03-26,"Hollister","California",3,2,5,"Saturday","03","2022","2022-03","Gun Violence Archive","California-Hollister"
2265029,2022-03-26,"Cleveland","Ohio",4,0,4,"Saturday","03","2022","2022-03","Gun Violence Archive","Ohio-Cleveland"
2263608,2022-03-25,"Colorado Springs","Colorado",2,2,4,"Friday","03","2022","2022-03","Gun Violence Archive","Colorado-Colorado Springs"
2260129,2022-03-22,"Stockton","California",3,1,4,"Tuesday","03","2022","2022-03","Gun Violence Archive","California-Stockton"
2259262,2022-03-21,"Waterbury","Connecticut",4,0,4,"Monday","03","2022","2022-03","Gun Violence Archive","Connecticut-Waterbury"
2259413,2022-03-21,"Chicago","Illinois",2,2,4,"Monday","03","2022","2022-03","Gun Violence Archive","Illinois-Chicago"
2258324,2022-03-20,"Milwaukee","Wisconsin",4,0,4,"Sunday","03","2022","2022-03","Gun Violence Archive","Wisconsin-Milwaukee"
2258156,2022-03-20,"Austin","Texas",4,0,4,"Sunday","03","2022","2022-03","Gun Violence Archive","Texas-Austin"
2258224,2022-03-20,"Houston","Texas",3,1,4,"Sunday","03","2022","2022-03","Gun Violence Archive","Texas-Houston"
2257739,2022-03-19,"Dumas","Arkansas",26,1,27,"Saturday","03","2022","2022-03","Gun Violence Archive","Arkansas-Dumas"
2257316,2022-03-19,"Norfolk","Virginia",2,3,5,"Saturday","03","2022","2022-03","Gun Violence Archive","Virginia-Norfolk"
2258012,2022-03-19,"Fayetteville","North Carolina",3,3,6,"Saturday","03","2022","2022-03","Gun Violence Archive","North Carolina-Fayetteville"
2257674,2022-03-19,"Madison Heights","Virginia",4,1,5,"Saturday","03","2022","2022-03","Gun Violence Archive","Virginia-Madison Heights"
2258182,2022-03-19,"Dallas","Texas",9,1,10,"Saturday","03","2022","2022-03","Gun Violence Archive","Texas-Dallas"
2256453,2022-03-18,"Fort Worth","Texas",3,1,4,"Friday","03","2022","2022-03","Gun Violence Archive","Texas-Fort Worth"
2257778,2022-03-18,"New Iberia","Louisiana",5,0,5,"Friday","03","2022","2022-03","Gun Violence Archive","Louisiana-New Iberia"
2257132,2022-03-17,"Lansing","Michigan",4,0,4,"Thursday","03","2022","2022-03","Gun Violence Archive","Michigan-Lansing"
1989840,2021-04-28,"Boone","North Carolina",0,4,4,"Wednesday","04","2021","2021-04","Gun Violence Archive","North Carolina-Boone"
1988688,2021-04-27,"Richmond","Virginia",3,2,5,"Tuesday","04","2021","2021-04","Gun Violence Archive","Virginia-Richmond"
1989023,2021-04-27,"Fairfield","Alabama",4,1,5,"Tuesday","04","2021","2021-04","Gun Violence Archive","Alabama-Fairfield"
1988326,2021-04-26,"Gresham","Oregon",7,0,7,"Monday","04","2021","2021-04","Gun Violence Archive","Oregon-Gresham"
1991347,2021-04-25,"Palestine","Texas",4,0,4,"Sunday","04","2021","2021-04","Gun Violence Archive","Texas-Palestine"
1986770,2021-04-25,"Kansas City","Missouri",3,1,4,"Sunday","04","2021","2021-04","Gun Violence Archive","Missouri-Kansas City"
1987235,2021-04-25,"Phenix City","Alabama",4,0,4,"Sunday","04","2021","2021-04","Gun Violence Archive","Alabama-Phenix City"
1987241,2021-04-25,"Houma","Louisiana",5,0,5,"Sunday","04","2021","2021-04","Gun Violence Archive","Louisiana-Houma"
1986593,2021-04-25,"Little Rock","Arkansas",3,1,4,"Sunday","04","2021","2021-04","Gun Violence Archive","Arkansas-Little Rock"
1985432,2021-04-24,"New Orleans","Louisiana",5,0,5,"Saturday","04","2021","2021-04","Gun Violence Archive","Louisiana-New Orleans"
1984807,2021-04-22,"San Diego","California",4,1,5,"Thursday","04","2021","2021-04","Gun Violence Archive","California-San Diego"
1981805,2021-04-19,"Houston","Texas",3,2,5,"Monday","04","2021","2021-04","Gun Violence Archive","Texas-Houston"
1982260,2021-04-19,"Atlanta","Georgia",5,0,5,"Monday","04","2021","2021-04","Gun Violence Archive","Georgia-Atlanta"
1980689,2021-04-18,"Kenosha","Wisconsin",3,3,6,"Sunday","04","2021","2021-04","Gun Violence Archive","Wisconsin-Kenosha"
1981521,2021-04-18,"Detroit","Michigan",5,0,5,"Sunday","04","2021","2021-04","Gun Violence Archive","Michigan-Detroit"
1981353,2021-04-18,"Shreveport","Louisiana",6,0,6,"Sunday","04","2021","2021-04","Gun Violence Archive","Louisiana-Shreveport"
1982020,2021-04-18,"Montgomery","Alabama",4,1,5,"Sunday","04","2021","2021-04","Gun Violence Archive","Alabama-Montgomery"
1980492,2021-04-17,"Columbus","Ohio",5,1,6,"Saturday","04","2021","2021-04","Gun Violence Archive","Ohio-Columbus"
1980971,2021-04-17,"La Place (Laplace)","Louisiana",9,0,9,"Saturday","04","2021","2021-04","Gun Violence Archive","Louisiana-La Place (Laplace)"
1979684,2021-04-16,"Detroit","Michigan",4,0,4,"Friday","04","2021","2021-04","Gun Violence Archive","Michigan-Detroit"
1978635,2021-04-15,"Indianapolis","Indiana",7,8,15,"Thursday","04","2021","2021-04","Gun Violence Archive","Indiana-Indianapolis"
1979869,2021-04-15,"Lake Charles","Louisiana",3,1,4,"Thursday","04","2021","2021-04","Gun Violence Archive","Louisiana-Lake Charles"
1978561,2021-04-15,"Washington","District of Columbia",4,0,4,"Thursday","04","2021","2021-04","Gun Violence Archive","District of Columbia-Washington"
1978616,2021-04-15,"Pensacola","Florida",6,0,6,"Thursday","04","2021","2021-04","Gun Violence Archive","Florida-Pensacola"
1978652,2021-04-15,"Chicago","Illinois",4,0,4,"Thursday","04","2021","2021-04","Gun Violence Archive","Illinois-Chicago"
1661218,2020-04-17,"Springfield","Massachusetts",4,1,5,"Friday","04","2020","2020-04","Gun Violence Archive","Massachusetts-Springfield"
1659862,2020-04-16,"Philadelphia","Pennsylvania",4,0,4,"Thursday","04","2020","2020-04","Gun Violence Archive","Pennsylvania-Philadelphia"
1659966,2020-04-15,"Jackson","Mississippi",3,1,4,"Wednesday","04","2020","2020-04","Gun Violence Archive","Mississippi-Jackson"
1656873,2020-04-11,"Bakersfield","California",6,0,6,"Saturday","04","2020","2020-04","Gun Violence Archive","California-Bakersfield"
1656265,2020-04-10,"Muskegon","Michigan",4,0,4,"Friday","04","2020","2020-04","Gun Violence Archive","Michigan-Muskegon"
1654971,2020-04-08,"Greenwood","South Carolina",3,1,4,"Wednesday","04","2020","2020-04","Gun Violence Archive","South Carolina-Greenwood"
1655674,2020-04-08,"Detroit","Michigan",4,0,4,"Wednesday","04","2020","2020-04","Gun Violence Archive","Michigan-Detroit"
1656373,2020-04-08,"Anchorage","Alaska",4,0,4,"Wednesday","04","2020","2020-04","Gun Violence Archive","Alaska-Anchorage"
1654341,2020-04-07,"Chicago","Illinois",3,1,4,"Tuesday","04","2020","2020-04","Gun Violence Archive","Illinois-Chicago"
1652642,2020-04-05,"Brooklyn","New York",4,0,4,"Sunday","04","2020","2020-04","Gun Violence Archive","New York-Brooklyn"
1652734,2020-04-05,"Los Angeles","California",3,1,4,"Sunday","04","2020","2020-04","Gun Violence Archive","California-Los Angeles"
1653012,2020-04-05,"Lancaster","South Carolina",4,1,5,"Sunday","04","2020","2020-04","Gun Violence Archive","South Carolina-Lancaster"
1652073,2020-04-04,"Lubbock","Texas",2,2,4,"Saturday","04","2020","2020-04","Gun Violence Archive","Texas-Lubbock"
1652601,2020-04-04,"Vidor","Texas",4,0,4,"Saturday","04","2020","2020-04","Gun Violence Archive","Texas-Vidor"
1652328,2020-04-04,"Hialeah","Florida",4,0,4,"Saturday","04","2020","2020-04","Gun Violence Archive","Florida-Hialeah"
1651742,2020-04-03,"Louisville","Kentucky",4,0,4,"Friday","04","2020","2020-04","Gun Violence Archive","Kentucky-Louisville"
1649473,2020-03-31,"Macon","Georgia",1,3,4,"Tuesday","03","2020","2020-03","Gun Violence Archive","Georgia-Macon"
1648832,2020-03-30,"Philadelphia","Pennsylvania",5,0,5,"Monday","03","2020","2020-03","Gun Violence Archive","Pennsylvania-Philadelphia"
1648205,2020-03-29,"Atlanta","Georgia",4,0,4,"Sunday","03","2020","2020-03","Gun Violence Archive","Georgia-Atlanta"
1647661,2020-03-28,"Baltimore","Maryland",3,1,4,"Saturday","03","2020","2020-03","Gun Violence Archive","Maryland-Baltimore"
1644111,2020-03-23,"San Antonio","Texas",4,0,4,"Monday","03","2020","2020-03","Gun Violence Archive","Texas-San Antonio"
1643775,2020-03-22,"Hanahan","South Carolina",4,0,4,"Sunday","03","2020","2020-03","Gun Violence Archive","South Carolina-Hanahan"
1643157,2020-03-20,"Norfolk","Virginia",4,0,4,"Friday","03","2020","2020-03","Gun Violence Archive","Virginia-Norfolk"
1642826,2020-03-20,"Saint Louis","Missouri",4,0,4,"Friday","03","2020","2020-03","Gun Violence Archive","Missouri-Saint Louis"
1641923,2020-03-18,"Jacksonville","Florida",4,1,5,"Wednesday","03","2020","2020-03","Gun Violence Archive","Florida-Jacksonville"
2540078,2023-03-06,"Memphis","Tennessee",1,3,4,"Monday","03","2023","2023-03","Gun Violence Archive","Tennessee-Memphis"
2539582,2023-03-05,"Bolingbrook","Illinois",1,3,4,"Sunday","03","2023","2023-03","Gun Violence Archive","Illinois-Bolingbrook"
2539165,2023-03-05,"Capitol Heights","Maryland",4,0,4,"Sunday","03","2023","2023-03","Gun Violence Archive","Maryland-Capitol Heights"
2539515,2023-03-05,"Lake City","Florida",4,0,4,"Sunday","03","2023","2023-03","Gun Violence Archive","Florida-Lake City"
2539065,2023-03-05,"Shreveport","Louisiana",4,0,4,"Sunday","03","2023","2023-03","Gun Violence Archive","Louisiana-Shreveport"
2539531,2023-03-04,"Cape Girardeau","Missouri",4,0,4,"Saturday","03","2023","2023-03","Gun Violence Archive","Missouri-Cape Girardeau"
2539082,2023-03-04,"Los Angeles","California",4,0,4,"Saturday","03","2023","2023-03","Gun Violence Archive","California-Los Angeles"
2539196,2023-03-04,"Douglasville","Georgia",7,2,9,"Saturday","03","2023","2023-03","Gun Violence Archive","Georgia-Douglasville"
2538963,2023-03-04,"San Pedro","California",4,0,4,"Saturday","03","2023","2023-03","Gun Violence Archive","California-San Pedro"
2536665,2023-03-01,"Cocoa","Florida",0,4,4,"Wednesday","03","2023","2023-03","Gun Violence Archive","Florida-Cocoa"
2534810,2023-02-27,"Memphis","Tennessee",2,2,4,"Monday","02","2023","2023-02","Gun Violence Archive","Tennessee-Memphis"
2534995,2023-02-27,"New Richmond","Ohio",1,3,4,"Monday","02","2023","2023-02","Gun Violence Archive","Ohio-New Richmond"
2534097,2023-02-26,"Detroit","Michigan",2,2,4,"Sunday","02","2023","2023-02","Gun Violence Archive","Michigan-Detroit"
2534613,2023-02-26,"Pompano Beach","Florida",2,2,4,"Sunday","02","2023","2023-02","Gun Violence Archive","Florida-Pompano Beach"
2534174,2023-02-26,"Memphis","Tennessee",4,1,5,"Sunday","02","2023","2023-02","Gun Violence Archive","Tennessee-Memphis"
2533625,2023-02-25,"Saint Paul","Minnesota",3,2,5,"Saturday","02","2023","2023-02","Gun Violence Archive","Minnesota-Saint Paul"
2534393,2023-02-25,"Machesney Park","Illinois",4,0,4,"Saturday","02","2023","2023-02","Gun Violence Archive","Illinois-Machesney Park"
2533920,2023-02-24,"Abbeville","Louisiana",4,0,4,"Friday","02","2023","2023-02","Gun Violence Archive","Louisiana-Abbeville"
2532658,2023-02-23,"Philadelphia","Pennsylvania",7,0,7,"Thursday","02","2023","2023-02","Gun Violence Archive","Pennsylvania-Philadelphia"
2531925,2023-02-22,"Daphne","Alabama",0,4,4,"Wednesday","02","2023","2023-02","Gun Violence Archive","Alabama-Daphne"
2531512,2023-02-22,"Orlando","Florida",2,3,5,"Wednesday","02","2023","2023-02","Gun Violence Archive","Florida-Orlando"
2531078,2023-02-21,"Colorado Springs","Colorado",5,0,5,"Tuesday","02","2023","2023-02","Gun Violence Archive","Colorado-Colorado Springs"
2529381,2023-02-19,"Chicago","Illinois",3,3,6,"Sunday","02","2023","2023-02","Gun Violence Archive","Illinois-Chicago"
2528691,2023-02-19,"Indianapolis","Indiana",4,0,4,"Sunday","02","2023","2023-02","Gun Violence Archive","Indiana-Indianapolis"
2528713,2023-02-19,"Memphis","Tennessee",10,1,11,"Sunday","02","2023","2023-02","Gun Violence Archive","Tennessee-Memphis"
2256398,2022-03-17,"Chicago","Illinois",4,0,4,"Thursday","03","2022","2022-03","Gun Violence Archive","Illinois-Chicago"
2255816,2022-03-17,"Fort Lauderdale","Florida",2,2,4,"Thursday","03","2022","2022-03","Gun Violence Archive","Florida-Fort Lauderdale"
2255832,2022-03-16,"Irvington","New Jersey",3,1,4,"Wednesday","03","2022","2022-03","Gun Violence Archive","New Jersey-Irvington"
2256080,2022-03-16,"Irvington","New Jersey",3,1,4,"Wednesday","03","2022","2022-03","Gun Violence Archive","New Jersey-Irvington"
2254579,2022-03-15,"Ozark","Alabama",5,0,5,"Tuesday","03","2022","2022-03","Gun Violence Archive","Alabama-Ozark"
2253714,2022-03-14,"Reading","Pennsylvania",3,1,4,"Monday","03","2022","2022-03","Gun Violence Archive","Pennsylvania-Reading"
2252873,2022-03-13,"Chicago","Illinois",7,0,7,"Sunday","03","2022","2022-03","Gun Violence Archive","Illinois-Chicago"
2252792,2022-03-13,"Columbia","South Carolina",4,1,5,"Sunday","03","2022","2022-03","Gun Violence Archive","South Carolina-Columbia"
2252719,2022-03-12,"Baltimore","Maryland",1,3,4,"Saturday","03","2022","2022-03","Gun Violence Archive","Maryland-Baltimore"
2253654,2022-03-12,"Autaugaville","Alabama",3,1,4,"Saturday","03","2022","2022-03","Gun Violence Archive","Alabama-Autaugaville"
2251416,2022-03-11,"Columbus","Ohio",2,2,4,"Friday","03","2022","2022-03","Gun Violence Archive","Ohio-Columbus"
2250540,2022-03-09,"Aurora","Colorado",3,1,4,"Wednesday","03","2022","2022-03","Gun Violence Archive","Colorado-Aurora"
2250151,2022-03-08,"Jacksonville","Florida",4,1,5,"Tuesday","03","2022","2022-03","Gun Violence Archive","Florida-Jacksonville"
2249608,2022-03-07,"Knoxville","Tennessee",4,0,4,"Monday","03","2022","2022-03","Gun Violence Archive","Tennessee-Knoxville"
2248066,2022-03-06,"Hazleton","Pennsylvania",4,1,5,"Sunday","03","2022","2022-03","Gun Violence Archive","Pennsylvania-Hazleton"
2247842,2022-03-06,"Louisville","Kentucky",4,0,4,"Sunday","03","2022","2022-03","Gun Violence Archive","Kentucky-Louisville"
2247828,2022-03-06,"Lubbock","Texas",4,0,4,"Sunday","03","2022","2022-03","Gun Violence Archive","Texas-Lubbock"
2247622,2022-03-06,"Chester","South Carolina",3,2,5,"Sunday","03","2022","2022-03","Gun Violence Archive","South Carolina-Chester"
2248613,2022-03-06,"Monroe","Louisiana",4,0,4,"Sunday","03","2022","2022-03","Gun Violence Archive","Louisiana-Monroe"
2247617,2022-03-06,"Minneapolis","Minnesota",3,1,4,"Sunday","03","2022","2022-03","Gun Violence Archive","Minnesota-Minneapolis"
2247747,2022-03-05,"Glendale","Arizona",3,1,4,"Saturday","03","2022","2022-03","Gun Violence Archive","Arizona-Glendale"
2247025,2022-03-05,"Atlanta","Georgia",4,0,4,"Saturday","03","2022","2022-03","Gun Violence Archive","Georgia-Atlanta"
2246387,2022-03-03,"Las Vegas","Nevada",6,1,7,"Thursday","03","2022","2022-03","Gun Violence Archive","Nevada-Las Vegas"
2245620,2022-03-02,"Baltimore","Maryland",3,1,4,"Wednesday","03","2022","2022-03","Gun Violence Archive","Maryland-Baltimore"
2243861,2022-02-28,"Sacramento","California",0,4,4,"Monday","02","2022","2022-02","Gun Violence Archive","California-Sacramento"
1976538,2021-04-13,"Baltimore","Maryland",4,0,4,"Tuesday","04","2021","2021-04","Gun Violence Archive","Maryland-Baltimore"
1974943,2021-04-11,"Wichita","Kansas",3,1,4,"Sunday","04","2021","2021-04","Gun Violence Archive","Kansas-Wichita"
1975004,2021-04-11,"Seattle","Washington",4,0,4,"Sunday","04","2021","2021-04","Gun Violence Archive","Washington-Seattle"
1974088,2021-04-10,"Memphis","Tennessee",3,1,4,"Saturday","04","2021","2021-04","Gun Violence Archive","Tennessee-Memphis"
1973809,2021-04-10,"Allendale","Michigan",4,0,4,"Saturday","04","2021","2021-04","Gun Violence Archive","Michigan-Allendale"
1973692,2021-04-10,"Koshkonong","Missouri",3,1,4,"Saturday","04","2021","2021-04","Gun Violence Archive","Missouri-Koshkonong"
1975405,2021-04-10,"Waterbury","Connecticut",4,0,4,"Saturday","04","2021","2021-04","Gun Violence Archive","Connecticut-Waterbury"
1973844,2021-04-09,"Fort Worth","Texas",5,1,6,"Friday","04","2021","2021-04","Gun Violence Archive","Texas-Fort Worth"
1972187,2021-04-08,"Bryan","Texas",5,1,6,"Thursday","04","2021","2021-04","Gun Violence Archive","Texas-Bryan"
1971410,2021-04-07,"Rock Hill","South Carolina",0,6,6,"Wednesday","04","2021","2021-04","Gun Violence Archive","South Carolina-Rock Hill"
1970937,2021-04-07,"Milwaukee","Wisconsin",2,2,4,"Wednesday","04","2021","2021-04","Gun Violence Archive","Wisconsin-Milwaukee"
1973435,2021-04-07,"Dayton","Ohio",4,0,4,"Wednesday","04","2021","2021-04","Gun Violence Archive","Ohio-Dayton"
1969899,2021-04-06,"Washington","District of Columbia",4,0,4,"Tuesday","04","2021","2021-04","Gun Violence Archive","District of Columbia-Washington"
1970245,2021-04-06,"Detroit","Michigan",3,1,4,"Tuesday","04","2021","2021-04","Gun Violence Archive","Michigan-Detroit"
1970378,2021-04-05,"Chicago","Illinois",7,0,7,"Monday","04","2021","2021-04","Gun Violence Archive","Illinois-Chicago"
1969065,2021-04-05,"Baltimore","Maryland",5,0,5,"Monday","04","2021","2021-04","Gun Violence Archive","Maryland-Baltimore"
1969505,2021-04-04,"Monroe","Louisiana",6,0,6,"Sunday","04","2021","2021-04","Gun Violence Archive","Louisiana-Monroe"
1968887,2021-04-04,"Birmingham","Alabama",5,1,6,"Sunday","04","2021","2021-04","Gun Violence Archive","Alabama-Birmingham"
1969633,2021-04-04,"Beaumont","Texas",4,0,4,"Sunday","04","2021","2021-04","Gun Violence Archive","Texas-Beaumont"
1967914,2021-04-03,"Wilmington","North Carolina",4,3,7,"Saturday","04","2021","2021-04","Gun Violence Archive","North Carolina-Wilmington"
1967893,2021-04-03,"Tuscaloosa","Alabama",4,0,4,"Saturday","04","2021","2021-04","Gun Violence Archive","Alabama-Tuscaloosa"
1969221,2021-04-03,"Allen","Texas",0,4,4,"Saturday","04","2021","2021-04","Gun Violence Archive","Texas-Allen"
1968553,2021-04-03,"Quincy","Florida",7,0,7,"Saturday","04","2021","2021-04","Gun Violence Archive","Florida-Quincy"
1966181,2021-03-31,"Orange","California",1,4,5,"Wednesday","03","2021","2021-03","Gun Violence Archive","California-Orange"
1965890,2021-03-31,"Washington","District of Columbia",3,2,5,"Wednesday","03","2021","2021-03","Gun Violence Archive","District of Columbia-Washington"
1641216,2020-03-17,"Baltimore","Maryland",7,0,7,"Tuesday","03","2020","2020-03","Gun Violence Archive","Maryland-Baltimore"
1640295,2020-03-15,"Moncure","North Carolina",0,6,6,"Sunday","03","2020","2020-03","Gun Violence Archive","North Carolina-Moncure"
1640317,2020-03-15,"Springfield","Missouri",2,4,6,"Sunday","03","2020","2020-03","Gun Violence Archive","Missouri-Springfield"
1640007,2020-03-14,"Saginaw","Michigan",2,2,4,"Saturday","03","2020","2020-03","Gun Violence Archive","Michigan-Saginaw"
1639542,2020-03-14,"Albuquerque","New Mexico",3,1,4,"Saturday","03","2020","2020-03","Gun Violence Archive","New Mexico-Albuquerque"
1639413,2020-03-13,"Rockford","Illinois",4,0,4,"Friday","03","2020","2020-03","Gun Violence Archive","Illinois-Rockford"
1640278,2020-03-13,"New Orleans (Algiers)","Louisiana",5,0,5,"Friday","03","2020","2020-03","Gun Violence Archive","Louisiana-New Orleans (Algiers)"
1637520,2020-03-10,"Chester","Pennsylvania",2,2,4,"Tuesday","03","2020","2020-03","Gun Violence Archive","Pennsylvania-Chester"
1636471,2020-03-08,"South Holland","Illinois",4,0,4,"Sunday","03","2020","2020-03","Gun Violence Archive","Illinois-South Holland"
1635796,2020-03-08,"Rosedale","Maryland",5,1,6,"Sunday","03","2020","2020-03","Gun Violence Archive","Maryland-Rosedale"
1636564,2020-03-08,"Ceres","California",3,1,4,"Sunday","03","2020","2020-03","Gun Violence Archive","California-Ceres"
1635750,2020-03-07,"Cleveland","Ohio",18,1,19,"Saturday","03","2020","2020-03","Gun Violence Archive","Ohio-Cleveland"
1635411,2020-03-07,"Chicago","Illinois",7,0,7,"Saturday","03","2020","2020-03","Gun Violence Archive","Illinois-Chicago"
1635118,2020-03-06,"Washington","District of Columbia",6,0,6,"Friday","03","2020","2020-03","Gun Violence Archive","District of Columbia-Washington"
1634128,2020-03-04,"Tulare","California",5,1,6,"Wednesday","03","2020","2020-03","Gun Violence Archive","California-Tulare"
1631040,2020-02-29,"Kansas City","Missouri",4,1,5,"Saturday","02","2020","2020-02","Gun Violence Archive","Missouri-Kansas City"
1631831,2020-02-29,"Brighton","Colorado",5,0,5,"Saturday","02","2020","2020-02","Gun Violence Archive","Colorado-Brighton"
1629488,2020-02-26,"Milwaukee","Wisconsin",0,5,5,"Wednesday","02","2020","2020-02","Gun Violence Archive","Wisconsin-Milwaukee"
1629042,2020-02-25,"Chicago","Illinois",4,1,5,"Tuesday","02","2020","2020-02","Gun Violence Archive","Illinois-Chicago"
1627335,2020-02-23,"Clarkton","North Carolina",1,3,4,"Sunday","02","2020","2020-02","Gun Violence Archive","North Carolina-Clarkton"
1627713,2020-02-23,"Houston","Texas",7,0,7,"Sunday","02","2020","2020-02","Gun Violence Archive","Texas-Houston"
1625553,2020-02-20,"Caldwell","Idaho",3,1,4,"Thursday","02","2020","2020-02","Gun Violence Archive","Idaho-Caldwell"
1625787,2020-02-20,"Greensboro","North Carolina",4,0,4,"Thursday","02","2020","2020-02","Gun Violence Archive","North Carolina-Greensboro"
1623696,2020-02-17,"Port Gibson","Mississippi",2,2,4,"Monday","02","2020","2020-02","Gun Violence Archive","Mississippi-Port Gibson"
1622406,2020-02-16,"Hartford","Connecticut",4,1,5,"Sunday","02","2020","2020-02","Gun Violence Archive","Connecticut-Hartford"
2529243,2023-02-19,"New Orleans","Louisiana",4,1,5,"Sunday","02","2023","2023-02","Gun Violence Archive","Louisiana-New Orleans"
2528774,2023-02-18,"Saint Louis","Missouri",4,0,4,"Saturday","02","2023","2023-02","Gun Violence Archive","Missouri-Saint Louis"
2528505,2023-02-18,"Columbus","Georgia",1,3,4,"Saturday","02","2023","2023-02","Gun Violence Archive","Georgia-Columbus"
2528239,2023-02-18,"Loris","South Carolina",4,0,4,"Saturday","02","2023","2023-02","Gun Violence Archive","South Carolina-Loris"
2527517,2023-02-17,"Coldwater","Mississippi",0,6,6,"Friday","02","2023","2023-02","Gun Violence Archive","Mississippi-Coldwater"
2528066,2023-02-17,"Columbus","Georgia",9,0,9,"Friday","02","2023","2023-02","Gun Violence Archive","Georgia-Columbus"
2527234,2023-02-15,"Baltimore","Maryland",4,0,4,"Wednesday","02","2023","2023-02","Gun Violence Archive","Maryland-Baltimore"
2526362,2023-02-15,"El Paso","Texas",3,1,4,"Wednesday","02","2023","2023-02","Gun Violence Archive","Texas-El Paso"
2525382,2023-02-14,"Pittsburgh","Pennsylvania",4,0,4,"Tuesday","02","2023","2023-02","Gun Violence Archive","Pennsylvania-Pittsburgh"
2525634,2023-02-14,"Buffalo","New York",5,0,5,"Tuesday","02","2023","2023-02","Gun Violence Archive","New York-Buffalo"
2525591,2023-02-13,"Paterson","New Jersey",4,0,4,"Monday","02","2023","2023-02","Gun Violence Archive","New Jersey-Paterson"
2524577,2023-02-13,"East Lansing","Michigan",5,3,8,"Monday","02","2023","2023-02","Gun Violence Archive","Michigan-East Lansing"
2523928,2023-02-12,"Louisville","Mississippi",5,1,6,"Sunday","02","2023","2023-02","Gun Violence Archive","Mississippi-Louisville"
2522649,2023-02-10,"Brooklyn","New York",4,0,4,"Friday","02","2023","2023-02","Gun Violence Archive","New York-Brooklyn"
